rec_id,depname,includes,altname,country,cntrycd,stprov,latitude,longitude,agemy,depage,oreton,cugrd,mogrd,augrd,aggrd,deptype,empldepth,dep5km10km,dep5km,dep_id,latdeg,latmin,latsec,londeg,lonmin,lonsec,rockdep,rockmap,rockmapdep,discdate,startdate,ore_a,ore_b,ore_area,alter_a,alter_b,alter_area,sulf_a,sulf_b,sulf_area,comments
68,Kedabek,Novo-Gorelovskoe,Gedabek,Azerbaijan,AZAN,,40.56444444,45.79138889,1141,144?138,,0,0,0,0,17,0,,18b,710,40,33,52,45,47,29,"plagiogranite, quartz diorite porphyry",,"andesite porphyry, andesitic tuff, diorite, gabbro, gabbro diorite, granite porphyry, hornfels, limestone, quartz diorite, , rhyolite porhyry, rhyolitic tuff, skarn",,1849,0.5,1.5,0.6,0,0,0,0,0,0,"1.72 Mt mined out at 3.8% Cu, 5.4 g/t Au, 86.4 g/t Ag, mining ceased in 1920. Resources resulted from exploration 1998?2002 consist of 19.2 Mt at 0.36% Cu, 1.44 g/t Au, and 13.95 g/t Ag (MiningLife, 2005)."
69,Misdag,,,Azerbaijan,AZAN,,39.05,46.05,40,Eocene,,0,0,0,0,17,0,,,595,39,3,,46,3,,"diorite porphyry, granite porphyry",,"andesite, andesitic basalt, diorite, granodiorite, monzonite, monzodiorite, quartz diorite",,,0,0,0,0,0,0,0,0,0,"Reported: 0.1 to 0.4% Cu in disseminated ore, and 0.2 to 7.2% Cu in linear mineralized zones."
70,Herzogenhugel,,La Helle,Belgium,BLGM,,50.28333333,5.916666667,419,Paleozoic,20,0.17,0.02,0,0,17,0,,,344,50,17,,5,55,,"monzodiorite, tonalite, tonalite porphyry",,"phyllite, quartzite, sandstone",,,0,0,0,0,0,0,0,0,0,
71,Bom  Jardim,,,Brazil,BRZL,,-17.53333333,-51.6,840,Neoproterozoic,,0,0,0,0,17,0,,,340,-17,-32,,-51,-36,,,,"andesite tuff, chert, rhyodacite tuff, metavolcaniclastics rocks (totally greenschist and ortogneiss)",,,0,0,0,0,0,0,0,0,0,"Metamorphosed ore: 4.6 Mt, 0.92% Cu, 0.9 g/t Au.|"
72,Chapada,,,Brazil,BRZL,Goias,-14.25,-49.36666667,840,Neoproterozoic,134,0.44,0,0.35,0,20c,0,,,339,-14,-15,,-49,-22,,"diorite porphyry, mylonite","gneiss, greenstone","amphibolite, pegmatite, quartzite, schist, metapelite, metaandesite",1973,,2.7,0.7,1.5,0,0,0,0,0,0,Mineralization is pre-amphibolite facies of metamorphism of 534?524 Ma.
73,Estrela,,,Brazil,BRZL,Caraj¨¢s,-6.4,-49.61666667,1880,1880,30,0.5,0,0,0,17,0,,,663,-6,-24,,-49,-37,,"aplite, gabbro, granite porphyry, pegmatite","gneiss, migmatite, granitoid","carbonaceous schist, metasediments, metavolcanics (andesite, dacite, rhyolite)",,,0,0,0,0,0,0,1.5,0.5,0.6,Craj¨¢s copper-gold belt containing mainly Archean (2.6 Ga) iron-oxide-copper-gold (IOCG) mineralizations.
74,Assarel,,,Bulgaria,BULG,"Srednegorie zone, Panagyurishte district",42.58333333,23.98333333,89.5,89.9¡À0.26 ? |89.13¡À0.28,354,0.44,0,0.2,0,17,0,20c,,376,42,35,,23,59,,"granodiorite porphyry, quartz diorite porphyry, syenodiorite porphyry","conglomerate, dacite, limestone, sandstone","andesite, andesite pyroclastics, gneiss, granite, hornfels",1968,1976,0,0,0,2.8,1,2.2,0,0,0,"In ore: 0.003 g/t Pt, 0.002 g/t Pd; in concentrate: to 19.5 g/t Au, 0.033 g/t Pt, and 0.054 g/t Pd. Exposed."
75,Byrdtseto,,"Byrdtse, Burdceto",Bulgaria,BULG,Malko Turnovo district,41.97416667,27.53444444,80.5,87?74,,0,0,0,0,21a,0,,18b,381,41,58,27,27,32,4,"diorite porphyry, granite porphyry, monzodiorite","granodiorite, limestone, mudstone, peridotite, quartz diorite porphyry, siltstone","dolomite, gabbro, granite, hornfels, marble, skarn",,,0,0,0,0,0,0,0,0,0,
76,Elatsite,,Elacite,Bulgaria,BULG,Panagyurishte district,42.75,24.03333333,92,92,350,0.39,0,0.26,0.19,20c,0,28a,,374,42,45,,24,2,,"aplite, diorite porphyry, granodiorite porphyry, hornfels, monzonite porphyry, quartz diorite porphyry, syenite porphyry",,"diabase, granodiorite, phyllite, sandstone, schist",,1981,1,0.6,0.47,0,0,0,0,0,0,"In ore: 0.002 g/t Pt, 0.007 g/t Pd. 92 Ma deposit age by Von Quadt and others (2005).  30%  covered."
77,Medet,,,Bulgaria,BULG,Srednegorie,42.72,24.08527778,90,90.59¡À0.29 ? |90.12¡À0.36,244,0.37,0.01,0.1,0,17,0,"17, 28a",18b,375,42,43,12,24,5,7,"granodiorite porphyry, quartz monzodiorite porphyry, skarn","andesite, andesite tuff, granite","gabbro-peridotite, gneiss, granodiorite, monzodiorite",late 1950s,1964,1,0.4,0.31,0,0,0,0,0,0,"In ore: 0.004 g/t Pt, 0.006 g/t Pd; in concentrate: ?0.36 g/t Au, 0.026 g/t Pt, 0.16 g/t Pd. Mined out 1964?1993. Exposed."
78,Plana,,"Studenec, Studenets",Bulgaria,BULG,Sofia district,42.48333333,23.41666667,76,77?75,,0,0,0,0,17,0,,,377,42,29,,23,25,,monzodiorite porphyry,"andesite, andesite tuff","diorite, granodiorite",,,,,,,,,,,,
79,Prohorovo,,,Bulgaria,BULG,Jambol district,42.34222222,26.29583333,81,81,,0,0,0,0,17,0,,18b,379,42,20,32,26,17,45,"diorite, diorite porphyry, hornfels, skarn","andesite, agglomerate, diabase, granite, phyllite","conglomerate, granodiorite, limestone, marble, quartz diorite, quartz monzonite, quartz syenodiorite, rhyolite tuff, sandstone, shale",,,0,0,0,0,0,0,0,0,0,In concentrate: 26 to 200 ppb Au (Pt and Pd n.d.).
80,Spahievo,,,Bulgaria,BULG,Borovitsa volcanic area,42.11666667,25.25,33,32.82¡À0.40,,0,0,0,0,17,0,,"22c, 25b",380,42,7,,25,15,,"monzonite porphyry, felsic dike, rhyodacite, shoshonite dike",,"gabbro-diorite, latite porphyry, quartz trachyte, rhyolite pyroclastics, shoshonite lava",,,0,0,0,0,0,0,0,0,0,"Anomalous contents: 800 ppm Cu, 370 ppm Mo. 60% covered by Neogene-Quaternary sediments."
81,Tsar  Assen,,Tsar Asen,Bulgaria,BULG,,42.35527778,24.33916667,90,Early Senonian,6.6,0.47,0,0,0,17,0,,"Cu(Au,Ag)-replacement",378,42,21,19,24,20,21,"dacite porphyry, granodiorite porphyry","dacite, granite, granodiorite, quartz monzodiorite, tuff","andesite, hornfels, pyroclastics",1974,1980,0,0,0,0,0,0,0,0,0,"Mined out 1980?1995. In concentrate: ?95 ppb Au, 51 ppb Pt, 8 ppb Pd.  Exposed."
82,Vlaykov  Vruh,,,Bulgaria,BULG,,42.34805556,24.22805556,86,"85,6¡À0.15",9.8,0.46,0,0,0,17,0,,25e,689,42,20,53,24,13,41,"breccia, dacite porphyry, granodiorite porphyry",gneiss,"andesite, dacite, tuff",,1962,0,0,0,0,0,0,0,0,0,Mined out 1962?1979. Exposed.
83,Afton,"Criscent, Big Onion, DM, Pothook",,Canada,CNBC,British Columbia,50.66111111,-120.515,205.5,206?205,134,0.83,0,0.65,2.49,20c,0,17,17,153,50,39,40,-120,-30,-54,"andesite dike, breccia, diorite porphyry, monzodiorite porphyry, syenite porphyry",greenstone,"andesite, andesite agglomerate, argillite, basalt, conglomerate, diorite, gabbro, monzonite, serpentine, syenite, tuffaceous sandstone, tuffaceous shale, tuff",1898,1977,0,0,0,0,0,0,0,0,0,"91.78 Mt resources of 2003, 0.3% Cu cut-off, contain 0.1 g/t Pd. 40% covered."
84,Ajax,West and East Ajax,,Canada,CNBC,British Columbia,50.61416667,-120.5308333,205.5,206-205,221.9,0.292,0.001,0.184,2,20c,0.9,17,17,156,50,36,51,-120,-31,-51,"monzodiorite, picrite, quartz latite porphyry","argillite, limestone/chalk, sandstone, serpentinite, shale","andesite, basalt, breccia, conglomerate, diorite, diorite porphyry, gabbro syenite, picrite",1896,1989,0.42,0.15,0.05,0,0,0,0,0,0,Resource at 0.1% Cu cut-off grade (0.3% Cu cut-off: 86.9 Mt at 0.45% Cu and 0.279 g/t Au).
85,Axe,,Adonis,Canada,CNBC,British Columbia,49.64833333,-120.5261111,179,Jurassic,116.7,0.43,0.012,0,0,17,0,,18b,159,49,38,54,-120,-31,-34,monzonite porphyry,,"basalt, andesite, diorite, diorite porphyry, granodiorite, monzonite,",,,0,0,0,0,0,0,0,0,0,0.25% Cu cut-off. 2007 drilling: 288 m intercept averages 0.27% Cu and 0.15 g/t (?1 g/t) Au.
86,Bell  Copper,,"Bell, Babine Lake, Newman",Canada,CNBC,British Columbia,55.00277778,-126.2319444,52.5,53-52,495,0.36,0.005,0.16,1,20c,1.2,"17, 22c",,124,55,0,10,-126,-13,-55,"breccia, feldspar porphyry, quartz porphyry, rhyodacite porphyry","basalt, conglomerate, granodiorite","andesite, argillite, diorite, graywacke, monzonite, quartz diorite, rhyolite, rhyodacite, sandstone, siltstone, tuff",1963,1972,0.63,0.43,0.21,3.2,2.6,6.5,2.1,2,3.3,
87,Berg,,,Canada,CNBC,British Columbia,53.80361111,-127.435,49.5,52?47,238,0.4,0.031,0.05,2.84,21a,2,21a,22c,130,53,48,13,-127,-26,-6,"breccia, quartz feldspar porphyry, quartz monzonite porphyry","conglomerate, dacite, gneiss, granite, graywacke, rhyolite, siltstone, syenite","andesite flow, andesite porphyry, andesite tuff,  granodiorite, hornfels, quartz diorite",1929,,1.8,1.7,2.4,0,0,0,2.4,1.9,3.5,0.25% Cu cut-off.
88,Bethlehem,"Huestis, Iona, Jersey, East Jersey, JA",,Canada,CNBC,British Columbia,50.49416667,-120.9966667,200,200,677,0.45,0.016,0.005,0.4,21a,3.9,21a (2),,150,50,29,39,-120,-59,-48,"breccia, dacite porphyry, feldspar porphyry, quartz feldspar porphyry, quartz latite porphyry, quartz monzonite porphyry","diorite, intrusive breccia","granite, granodiorite, quartz diorite",1899,1962,0,0,0,0,0,0,1.8,1.4,1.9,
89,Big  Onion,,,Canada,CNBC,British Columbia,54.80972222,-126.8944444,52.5,56?49,94.4,0.42,0.02,0.064,1,17,0,22c,,122,54,48,35,-126,-53,-40,"quartz diorite porphyry, quartz feldspar porphyry, quartz monzonite porphyry","granodiorite, limestone, rhyolite","andesite, basalt, conglomerate, graywacke, sandstone, shale, siltstone, tuff",1917,,1.9,0.35,0.65,0,0,0,0,0,0,The age is uncertain: K-Ar age of altered QFP is 117?112 Ma.
90,Brenda,,,Canada,CNBC,British Columbia,49.87777778,-120.0055556,143,143,227,0.16,0.039,0.013,0.63,21a,4.4,,,158,49,52,40,-120,0,-20,"andesite porphyry, aplite, dacite porphyry, felsite, pegmatite, trachyte porphyry",,"argillite, basalt, granodiorite, granodiorite porphyry, graywacke, hornfels, quartz diorite, shale, volcanic breccia",1930s,1969,0.92,0.48,0.35,0,0,0,3.2,2.4,6,
91,Bronson,,Bronson Slope,Canada,CNBC,British Columbia,56.66666667,-131.0925,195,195,102,0.15,0.013,0.72,4.1,20c,0,,,111,56,40,,-131,-5,-33,monzonite porphyry,,"felsic tuffaceous sandstone, graywacke, mudstone, siltstone",,,0,0,0,0,0,0,0,0,0,Red Bluff porphyry stock.
92,Catface,,,Canada,CNBC,British Columbia,49.25555556,-125.9833333,36,Eocene,308,0.37,0.007,0.05,0,17,0,,,145,49,15,20,-125,-59,,"andesite porphyry, breccia,  dacite porphyry, granodiorite porphyry, hornblende, quartz diorite porphyry, skarn",,"andesite, andesitic agglomerate, basalt, diorite, limestone, marble, quartz diorite, quartz monzonite, tuff",1898,,0,0,0,0,0,0,1.8,1.1,1.5,In copper concentrate: ?6 g/t Ag and 2.34 g/t Au
93,Chuchi,,,Canada,CNBC,British Columbia,55.26305556,-124.5436111,188,188.5¡À2.5,,0,0,0,0,17,0,,,127,55,15,47,-124,-32,-37,"alaskite, aplite, monzonite porphyry, syenite porphyry","basalt, trachyte, sedimentary rocks,","agglomerate, granodiorite, monzodiorite, sedimentary rocks, volcanoclastic rocks",,,0,0,0,10,2,15.7,0,0,6,"?0.28% Cu, ?0.5 g/t Au reported."
94,Coles  Creek,,,Canada,CNBC,British Columbia,53.53333333,-127.2333333,86,86,,0,0,0,0,17,0,,22c,133,53,32,,-127,-14,,"breccia, granodiorite porphyry, quartz diorite",,"andesite porphyry, andesitic tuff, conglomerate, dacite porphyry, rhyolitic tuff, sandstone",1966,,0,0,0,0,0,0,0,0,0,?26 g/t Ag reported.
95,Copper  Canyon,,,Canada,CNBC,British Columbia,57.11638889,-131.3469444,212,212,164.8,0.35,0,0.54,7.15,20c,0,,17,108,57,6,59,-131,-20,-49,"breccia, syenite, syenite porphyry","andesite, granodiorite, limestone","argillite, quartz monzonite, black shale, trachyandesite, trachyte, tuff",1956,,0,0,0,0,0,0,1.4,0.8,0.9,
96,Copper  Mountain,Ingerbelle,"Similkameen, Similco",Canada,CNBC,British Columbia,49.34027778,-120.5552778,198.5,200?197,324,0.473,0.001,0.17,3.9,20c,1.1,,22c,162,49,20,25,-120,-33,-19,"basalt dike, breccia, diorite porphyry, felsite dike, hornfels, monzodiorite, syenite porphyry","argillite, calcareous shale, conglomerate, sandstone, siltstone","andesite, andesite agglomerate, andesite tuff, diorite, felsic tuff, monzonite, pegmatite, quartz monzonite, syenite",1884,1925,4.3,1.1,3.7,0,0,0,6,3,14,
97,Dorothy,,,Canada,CNBC,British Columbia,55.24777778,-126.1663889,50,50,45,0.26,0.01,0,0,17,0,17,,121,55,14,52,-126,-9,-59,"feldspar porphyry, quartz diorite porphyry, quartz monzonite",,"andesite, conglomerate, dacite, diorite, rhyolite, sandstone, siltstone",1965,,0.5,0.3,0.1,2.3,1.8,3.3,1.6,1.2,1.5,
98,Eaglehead,,"Eagle, Joy",Canada,CNBC,British Columbia,58.48388889,-129.1072222,186,186,29,0.41,0.022,0.2,2.7,17,0,,,105,58,29,2,-129,-6,-26,"feldspar porphyry, quartz diorite, quartz feldspar porphyry","diabase, sandstone, siltstone","andesite, chlorite schist, conglomerate, granodiorite, graphitic argillite, graywacke, limestone",1963,,0,0,0,5.6,1.5,6.6,3.3,0.5,1.3,
99,Fish  Lake,,,Canada,CNBC,British Columbia,51.46361111,-123.6255556,79,79,1150,0.22,0.002,0.41,2.3,20c,0,,22c,140,51,27,49,-123,-37,-32,"breccia, quartz diorite porphyry, quartz feldspar porphyry","granodiorite, hornfels, limestone, sandstone","andesite, andesite lapilli tuff, andesite porphyry, argillite, basalt, conglomerate, diorite, granite, quartz diorite",1930s,,1.6,0.8,0.97,0,0,0,3.6,2.5,7.1,Taseko Mines Ltd. completed pre-feasibility study in 1995.
100,Galaxy,,,Canada,CNBC,British Columbia,50.64333333,-120.4233333,,,5.4,0.59,0,0.21,0,20c,0,20c,20c,155,50,38,36,-120,-25,-24,diorite porphyry,,"diorite, monzodiorite, monzonite, picrite",,,0,0,0,0,0,0,0,0,0,
101,Galore  Creek,,Stikine,Canada,CNBC,British Columbia,57.125,-131.45,207.5,210?205,540.7,0.554,0.0007,0.31,5.33,20c,1.2,,17,107,57,7,30,-131,-27,,"breccia, feldspar porphyry, syenite, syenite porphyry","argillite, chert, limestone, sandstone, shale","andesite, basalt, trachyandesite, tuff",1955,,1.9,0.5,0.75,0,0,0,5,4,16,
102,Gambier  Island,,,Canada,CNBC,British Columbia,49.5,-123.4166667,,,114,0.29,0.018,0.03,1.3,21a,0,,,151,49,30,,-123,-25,,"breccia, dacite porphyry, quartz porphyry","chert, granodiorite, graywacke, greenstone","andesite, argillite, diorite, limestone, quartz diorite, rhyodacite, siltstone",1979,,1.1,0.6,0.52,0,0,0,0,0,0,
103,Giant  Copper,,AM,Canada,CNBC,British Columbia,49.16666667,-121.0333333,,,245,0.27,0,0.2,2.7,17,0,,,161,49,10,,-121,-2,,"breccia, granodiorite, quartz diorite, quartz monzonite porphyry",,"argillite, quartzite",,,0,0,0,0,0,0,0,0,0,
104,Gibraltar,Polyanna,,Canada,CNBC,British Columbia,52.51805556,-122.2875,210,217?203,1229,0.3,0.01,0.07,0.9,17,4.6,,,138,52,31,5,-122,-17,-15,"quartz feldspar porphyry, quartz porphyry","andesite, aplite, basalt, granodiorite","andesite breccia, conglomerate, diorite, graphitic phyllite, graywacke, greenschist, marble, quartz diorite, skarn, tonalite, trondhjemite",1917,1972,0,0,0,0,0,0,6,1.8,8.5,
105,Gnat  Lake,,"Gnat Pass, June",Canada,CNBC,British Columbia,58.25361111,-129.8266667,,,30.4,0.39,0,0,0,17,0,,,104,58,15,13,-129,-49,-36,quartz monzonite porphyry,,"andesite, granodiorite, volcaniclastics, sedimentary rocks",1960,,0,0,0,4,2,6.3,0,0,0,
106,Granisle,,,Canada,CNBC,British Columbia,54.94638889,-126.1566667,51,51,85,0.43,0.009,0.12,1.1,17,1.2,17,22c,125,54,56,47,-126,-9,-24,"breccia, dacite porphyry, feldspar porphyry, quartz diorite porphyry","basalt, black shale","andesite, andesite tuff, breccia, conglomerate, graywacke, rhyolite, sandstone, siltstone",1913,1966,0.7,0.3,0.16,3.2,2.2,5.6,2.1,1.6,2.7,
107,Highmont,"Am (Ide, Minex), Ann",,Canada,CNBC,British Columbia,50.43277778,-120.9205556,,,265,0.266,0.041,0.004,0.9,21a,3.9,,17,154,50,25,58,-120,-55,-14,"aplite, breccia, quartz feldspar porphyry, quartz porphyry","diorite, granodiorite","quartz diorite, quartz monzonite",1962,1980,1.1,0.73,0.64,0,0,0,0,0,0,
108,Huckleberry,,,Canada,CNBC,British Columbia,53.68111111,-127.1780556,82,82,161,0.48,0.015,0.025,0.93,21a,2.3,"21a, 22c",17,132,53,40,52,-127,-10,-41,"granodiorite porphyry, hornfels, lamprophyre, microdiorite","basalt, turbidite","andesite, andesitic tuff, dacite, volcanic sedimentary rocks",1962,1997,1,0.3,0.24,5,2.5,9.8,3.9,1.5,1.4,
109,Hushamu,,Expo,Canada,CNBC,British Columbia,50.67527778,-127.8580556,170,170,735.4,0.198,0.011,0.247,0,17,0,"17, 25e",25e,136,50,40,31,-127,-51,-29,"breccia, quartz feldspar porphyry","basalt, basalt tuff, limestone, sediments","andesite, andesitic tuff, dacite, diorite porphyry , quartz diorite porphyry, rhyolite",1967,,1.8,0.9,1.3,6,3,5,0,0,0,Resource shown at 0.1% Cu cut-off grade (0.2% Cu cut-off: 283.7 Mt at 0.28% Cu and 0.322 g/t Au). Exposed.
110,Island  Copper,,,Canada,CNBC,British Columbia,50.6,-127.4777778,171,173?169,377,0.41,0.017,0.19,1.4,17,0.8,,18b,137,50,36,,-127,-28,-40,"breccia, quartz feldspar porphyry, rhyodacite porphyry, skarn","monzogranite, quartz diorite, siltstone","andesite, andesitic tuff, basalt, limestone, mudstone, rhyodacite, rhyodacitic tuff, sandstone, shale",1967,1971,2,0.52,0.31,5.2,1.1,4.9,2.2,1,1.7,
111,Katie,,,Canada,CNBC,British Columbia,49.13333333,-117.3305556,,,,0,0,0,0,20c,0,,,165,49,8,,-117,-19,-50,"breccia, feldspar porphyry, lamprophyre, microdiorite, rhyolite dike",,"andesite, argillite, basalt, gabbro, lapilli tuff, monzonite, pyroclastic breccia, siltstone, tuff",1992,,0,0,0,0,0,0,1.1,0.4,0.35,Reported grades generally exceed 0.2% Cu and 0.25 g/t Au
112,Kemess  North,,,Canada,CNBC,British Columbia,57.06,-126.7594444,203,202.7¡À1.9,601,0.207,0,0.396,0,20c,0,"20c, 39a","22c, 18b",115,57,3,36,-126,-45,-34,"breccia, feldspar porphyry, monzodiorite, syenite porphyry","granodiorite, limestone","andesite, andesite lapilli tuff, basalt, basalt tuff, breccia, feldspathic crystal tuff, quartz monzonite porphyry",1966,,1.2,0.6,0.57,6.7,2.6,14,0,0,0,
113,Kemess  South,,,Canada,CNBC,British Columbia,57.00583333,-126.7508333,200,199.6¡À0.6,250,0.22,0,0.62,0,20c,0,20c,"22c, 18b, 39a",116,57,0,21,-126,-45,-3,"breccia, quartz monzodiorite porphyry","granodiorite, limestone","andesite, andesitic lapilli tuff, basalt, basaltic tuff, conglomerate, feldspathic crystal tuff, graywacke, mudstone, quartz monzonite porphyry, sandstone, siltstone",1983,1998,1.7,0.75,1,0,0,0,0,0,0,
114,Kerr,,,Canada,CNBC,British Columbia,56.4675,-130.2688889,193.5,195?192,140.8,0.75,0,0.36,0,20c,0,25e,"20c, 25a, 39a",113,56,28,3,-130,-16,-8,"andesite dike, diorite porphyry, feldspar porphyry, lamprophyre, monzonite porphyry, syenodiorite porphyry",,"argillite, conglomerate, graywacke, mudstone, siltstone, tuff",1982,,0,0,0,0,0,0,2.8,1,2.2,
115,Kinaskan,GJ,,Canada,CNBC,British Columbia,57.65388889,-130.2436111,205,205.1¡À 8,220.5,0.268,0,0.311,0,20c,0,,20c,664,57,39,14,-130,-14,-37,"granodiorite, monzodiorite, monzonite, quartz diorite","andesite, basalt, conglomerate","chert, siltstone, mudstone, volcanics, volcanoclastics","1964, 2004",,0,0,0,0,0,0,0,0,0,0.15% Cu cut-off grade. Covered.
116,Krain,,,Canada,CNBC,British Columbia,50.58333333,-120.9666667,,,72.1,0.31,0.012,0,0,17,0,21a,17,147,50,35,,-120,-58,,"breccia, quartz diorite porphyry",,"andesite, dacite, conglomerate, quartz diorite, sandstone, siltstone",1907,,0,0,0,0,0,0,0,0,0,
117,Kwanika,,Swan,Canada,CNBC,,55.5,-125.3,121,121,36,0.2,0,0,0,17,0,27c,,123,55,30,,-125,-18,,"diorite, monzonite porphyry",,"andesite, basalt, granite, granodiorite, sedimentary rocks, syenite",1964,,0,0,0,0,0,0,11,1.7,15,"2007, Serengeti Resources Inc. drills 328 meters of 0.61% copper and 0.72 g/t gold."
118,Lennac  Lake,,,Canada,CNBC,British Columbia,54.75,-126.3333333,78,78,,0,0,0,0,17,0,17,,126,54,45,,-126,-20,,granodiorite porphyry,,"andesite, basalt, dacite tuffs, conglomerate, graywacke, sandstone, siltstone",,,0,0,0,0,0,0,0,0,0,
119,Lornex,,,Canada,CNBC,British Columbia,50.45027778,-121.0430556,197,202?192,514,0.427,0.015,0.006,1.2,21a,4.4,21a,21a (2),152,50,27,1,-121,-2,-35,"breccia,  quartz porphyry",,"diorite, granodiorite, quartz diorite",early 1900s; 1964,1972,1.9,1.1,1.3,0,0,0,0,0,0,
120,Lorraine,,,Canada,CNBC,British Columbia,55.92694444,-125.4311111,184,184,32,0.66,0,0.26,0,20c,0,,,118,55,55,37,-125,-25,-52,,"granite, granodiorite, monzodiorite, volcanics","aplite, diorite, pegmatite, pyroxenite, syenite, syenite porphyry",1931,,0,0,0,0,0,0,3,2,4.7,"?BM breccia? (sulfide-syenitic breccia) at the SE flank of the deposit shows ?3.46 g/t Pd, 0.58 g/t Pt, 12.44 g/t Au and 26.32% Cu (bornite and chalcocite)."
121,Louise  Lake,,,Canada,CNBC,British Columbia,54.78333333,-127.6833333,,,50,0.3,0.02,0.31,0,17,0,,,119,54,47,,-127,-41,,quartz monzonite porphyry,"andesite, basalt, granodiorite, graywacke, shale, tuff","conglomerate, sandstone, siltstone, tuff",,,0.85,0.35,0.23,4,1,3.1,0,0,0,Reported 0.9%As
122,Maggie,,,Canada,CNBC,British Columbia,50.92388889,-121.4211111,61,61,181,0.28,0.029,0,0,17,0,,,146,50,55,26,-121,-25,-16,"latite porphyry, quartz monzonite porphyry",,"andesite, argillite, basalt, chert, limestone, quartz diorite, tuff, ultramafic rocks",1860s,,1.1,0.33,0.26,0,0,0,3.7,1.5,4.4,
123,Misty,,,Canada,CNBC,British Columbia,55.91583333,-125.5136111,172,182?162,,0,0,0,0,17,0,,22c,117,55,54,57,-125,-30,-49,"syenite, monzonite",,"andesite, basalt, diorite",1948,,0,0,0,0,0,0,0,0,0,Resource: 3 Mt at 0.6% Cu
124,Morrison,Hearn Hill,,Canada,CNBC,British Columbia,55.19444444,-126.3152778,50,50,263.4,0.39,0.005,0.2,1,20c,1.2,17 (2),,120,55,11,40,-126,-18,-55,"breccia, feldspar porphyry, quartz feldspar porphyry","granodiorite, sediments, volcanics","andesite, andesite tuff, argillite, basalt, conglomerate, diorite, felsic tuff, granite, graywacke, quartz diorite, shale, siltstone",1962,,1.5,0.7,0.82,0,0,0,2.8,2.3,5.1,
125,Mt.  Milligan,Southern Star,,Canada,CNBC,British Columbia,55.12388889,-124.0275,185.5,188?183,445,0.215,0,0.415,0,20c,0,,22c,128,55,7,26,-124,-1,-39,"andesite dike, dacite dike, diorite, monzonite, monzonite porphyry, trachyte","gabbro, schist, tuff","andesite, latite, siltstone, slate, syenite, trachybasalt, trachyte porphyry",1972,,0,0,0,5.5,4.5,19,2.4,1.6,3,
126,Mt.  Polly,,"Mt. Polley, Cariboo Bell",Canada,CNBC,British Columbia,52.55444444,-121.6416667,202,202,293,0.23,0.001,0.3,4,20c,1,39a,17,139,52,33,16,-121,-38,-30,"breccia, diorite, feldspar porphyry, lamprophyre, monzodiorite, monzonite porphyry, syenite",,"basalt, conglomerate, graywacke, limestone, mafic tuff, sandstone, shale, siltstone, trachybasalt",1964,1997,0,0,0,3.6,2,5.7,1.5,1,1.2,
127,O.K.,,,Canada,CNBC,British Columbia,50.04666667,-124.645,36,Eocene,143,0.24,0.009,0,0,17,0,,,144,50,2,48,-124,-38,-42,"andesite dike, breccia, dacite dike, granodiorite, quartz-feldspar porphyry",,"diorite, gabbro, granite",1965,,0,0,0,0,0,0,2.5,0.5,0.98,
128,Ox  Lake,,,Canada,CNBC,British Columbia,53.67361111,-127.0569444,84,84,21.4,0.34,0.008,0,0,17,0,21a,,134,53,40,25,-127,-3,-25,"breccia, granodiorite porphyry, hornfels",,"andesitic tuff, rhyolite tuff",1968,,0.7,0.5,0.27,1.3,1.3,1.3,1,0.8,0.63,
