rec_id,depname,altname,includes,cntrycd,country,stprov,latdeg,latmin,latsec,latitude,londeg,lonmin,lonsec,longitude,deptype,discdate,startdate,oreton,cugrd,zngrd,pbgrd,augrd,aggrd,stringer,comments,depage,agemy,ore_area,ore_a,ore_b,alter_area,alter_a,alter_b,geochem,geochem_a,geochem_b,geophys,geophys_a,geophys_b,cover,lithotect,postmindef,meta_grade,synminint,postminint,syndepctrl
637,"Blue Ledge",,,USCA,"United States",California,41,48,57,41.8158333333333,-123,-5,-19,-123.088611111111,Felsic,1898,1917,0.18,4.1,2,0,4.3,187,no,"Massive lenses.",Mesozoic,160,0.0005,0.45,0.0015,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,no,no,stratigraphic
638,"Blue Moon",,"Blue Cloud, Red Cloud, Porcupine, American Eagle",USCA,"United States",California,37,33,58,37.5661111111111,-120,-15,-20,-120.255555555556,Felsic,>1930,1943,0.11,0.36,12.5,0.45,2.09,123,yes,"Massive tabular banded, pyrite stringer, dissemination.",Jurassic,170,0.0015,,,,0.853,0.09,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,no,stratigraphic
639,Bodennec,,,FRNC,France,,48,28,0,48.4666666666667,3,38,0,3.63333333333333,Bimodal-Mafic,1965,<1980,7,0.58,1.5,0.92,0,30,no,"Massive, several horizons in 31 m of rhyolite tuff, shale, and spilite. Lescuyer and others (1998) believes this deposit is a stratabound sulfide impregnation formed during the Late Devonian (early Visean).","Early Devonian",400,0.05,,,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",yes,greenschist,,yes,stratigraphic
640,Boliden,,,SWDN,Sweden,,64,52,20,64.8722222222222,20,22,44,20.3788888888889,Felsic,1924,1925,8.3,1.4,0.9,0.3,15.5,50,no,"Massive. 2 bodies.",Proterozoic,1950,0.02,0.6,0.04,,1.6,0.25,"Enriched Mg, K, Al, Ti, S, F; depleted Na, Ca, Fe",,,,,,,"Bimodal-felsic in epicontinental arc",yes,,yes,no,stratigraphic
641,Bomber,"Cook Lake",,CNMN,Canada,Manitoba,54,51,40,54.8611111111111,-100,-10,-58,-100.182777777778,Bimodal-Mafic,1954,,0.68,0.04,1,0,0.09,7.75,no,"Massive tabular. Extends down to 243 m depth.",Proterozoic,1800,0.11,0.55,0.002,,,,,,,,,,,"Bimodal-mafic in oceanic arc",yes,,,,
642,Bonanza,,,CNBC,Canada,"British Columbia",55,23,33,55.3925,-129,-51,-4,-129.851111111111,Mafic,1900,1929,0.88,1.88,0,0,0.1,10,no,"Massive, disseminated, flatten cylindrical body. Galley and others (2007) classified this as bimodal-felsic, but the volcanics are mafic with associated marine sediments.",Triassic,240,,0.805,0.06,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",yes,greenschist,,,"shear zone"
643,Bongbongan,,,PLPN,Philippines,Antique,10,50,30,10.8416666666667,122,1,41,122.028055555556,Mafic,1933,1943,0.09,1.18,0,0,0,0,no,"Massive, 3 lenticular orebodies, roughly crescent in plan. Limonitic gossan at surface. Accreted ocean crust in either forearc or backarc setting.",Eocene,50,0.000199,0.32,0.005,,,,,,,,,,0,"Mafic in primitive oceanic backarc",yes,"greenschist, amphibolite",no,yes,"stratigraphic contact"
644,Bossmo,"Bosmo, Basmo",,NRWY,Norway,,66,19,38,66.3272222222222,14,4,41,14.0780555555556,Bimodal-Mafic,1894,1894,2,0.42,0.4,0,0,0,no,"Massive, ruler shape, 49.2% S. Ensialic, intraplate incipient rift.",Ordovician,470,,,,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",yes,amphibolite,,,stratigraphic
645,Britannia,"No. 8, No. 10, Fairview, Empress, Victoria, Bluff, No. 5, 040",,CNBC,Canada,"British Columbia",49,36,40,49.6111111111111,-123,-8,-30,-123.141666666667,Felsic,1888,1905,51.3,1.1,0.65,0.03,0.29,3.34,yes,"Massive lenses and sheets, stringer, dissemination. 8 major ore zones. Remobilization.","Jurassic or Cretaceous",150,0.04,0.4,0.25,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,yes,stratigraphic
646,Brompton,,,CNQU,Canada,Quebec,45,28,48,45.48,-72,-6,-30,-72.1083333333333,Bimodal-Mafic,1960,,0.64,1.7,0,0,0,0,no,Massive.,Cambrian-Ordovician,500,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,,stratigraphic
647,Bruce,,"Old Dick",USAZ,"United States",Arizona,34,32,47,34.5463888888889,-113,-13,-55,-113.231944444444,Felsic,1882,1943,1.43,3.6,12.1,0,0.07,8.2,yes,"Massive tabular bodies. Minor Cu-rich stringer in footwall. Remobilization. Overturned homoclinal sequence. Surface gossan at Old Dick. Island arc tholeiitic. Bimodal volcanic sequence reported but not evident.",Proterozoic,1700,0.03,,,,,,"Hg anomalies above orebodies",,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower amphibolite",yes,yes,"andesite-rhyolite contact"
648,"Brunswick No. 12",,,CNNB,Canada,"New Brunswick",47,28,33,47.4758333333333,-65,-53,-20,-65.8888888888889,Felsic,1953,1964,106.6,0.3,9.12,3.77,0.5,93.7,no,"Massive lenticular mass, stockwork of pyrite-pyrrhotite-chalcopyrite, dissemination of pyrite-sericite-chlorite, 0.06 km thickness. Main, West, East, V-2 ore zones. Ensialic island arc rift basin.",Ordovician,445,,0.97,0.61,,,,"Footwall: Mg and K enriched, Cl, Na, F depleted",,,,,,9,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,yes,stratigraphic
649,"Brunswick No. 6",,,CNNB,Canada,"New Brunswick",47,24,37,47.4102777777778,-65,-49,-12,-65.82,Felsic,1952,1966,12.5,0.37,5.61,2.21,0,77.4,yes,"Massive tabular, stringer of disseminated pyrite-chlorite-sericite, 0.03 km thickness. Footwall crops out. Ensialic island arc rift basin.",Ordovician,445,,0.365,0.12,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,yes,stratigraphic
650,"Buchans (Lucky Strike-Rothermere)",,"Lucky Strike, Rothermere, Two Level",CNNF,Canada,Newfoundland,48,49,25,48.8236111111111,-56,-52,0,-56.8666666666667,Felsic,1926,1931,9.07,1.3,16.3,8.2,1.7,116.6,yes,"Massive, dissemination, stringer. Mature island arc (calc-alkaline).",Ordovician-Silurian,430,,,,,,,,,,,,,1.5,"Siliciclastic-felsic in mature epicontinental arc",yes,sub-greenschist,yes,,"stratigraphic, depressions"
651,"Buchans (McLean)",,McLean,CNNF,Canada,Newfoundland,48,49,55,48.8319444444444,-56,-53,-3,-56.8841666666667,Felsic,1950,1959,3.77,1.29,14.5,8.4,1.37,120,yes,"Massive, dissemination, stringer. Unknown depth below surface. Mature island arc (calc-alkaline).",Ordovician-Silurian,430,,,,,,,,,,,,,1,"Siliciclastic-felsic in mature epicontinental arc",yes,sub-greenschist,yes,,"stratigraphic, depression"
652,"Buchans (Old Buchan-Oriental)",,"Old Buchans, Oriental",CNNF,Canada,Newfoundland,48,49,30,48.825,-56,-50,-15,-56.8375,Felsic,1905,1928,2.59,1.4,17,9.3,2.4,140.5,yes,"Massive, dissemination, stringer. Mature island arc (calc-alkaline).",Ordovician-Silurian,430,,,,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,sub-greenschist,yes,,stratigraphic
653,"Bully Hill-Rising Star",,"Bully Hill, Rising Star",USCA,"United States",California,40,48,1,40.8002777777778,-122,-12,-13,-122.203611111111,Felsic,1899,1901,0.62,3.8,3.1,0,1.98,130,no,"Massive lenticular masses along shear zones.","Late Permian",260,0.02,0.09,0.09,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,,,,"stratigraphic, shear zones"
654,Bursi,Sulitjelma,,NRWY,Norway,,67,9,0,67.15,16,0,9,16.0025,Bimodal-Mafic,>1890,n.d,1.5,1.8,0.5,0.04,0,5.4,no,"Massive elongate sheet, dissemination, 0.002 km thickness. Marginal back-arc rift, ensimatic.",Ordovician,470,0.11,1.82,0.25,,,,,,,,,,,"Bimodal-mafic in oceanic arc",yes,amphibolite,,,stratigraphic
655,Campanario,,,SPAN,Spain,Huelva,37,32,26,37.5405555555556,-6,-49,-38,-6.82722222222222,Felsic,<1875,1876,0.91,0.97,2.6,2,0,0,yes,"Dissemination, stockwork. Epicontinental extensional rift basins.","Upper Devonian-Lower Carboniferous",340,0.002,0.5,0.05,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,,
656,"Canadian Jamieson",,,CNON,Canada,Ontario,48,32,7,48.5352777777778,-81,-33,-29,-81.5580555555556,Bimodal-Mafic,1964,1966,0.74,2.44,4.22,0,0.27,27,no,"Massive lenses, 3 zones. From surface down to 167 m depth. Tholeiitic andesite and basalt and high-silica rhyolite.",Archean,2707,,,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,greenschist,,yes,"flow contact"
657,"Canoe Landing",,,CNNB,Canada,"New Brunswick",47,25,33,47.4258333333333,-66,-6,-8,-66.1022222222222,Felsic,1950,,,,,,,,no,"Massive, thin sheet, 1.2 km strike length, 9 m maximum thickness, down-dip length at least 925 m (open at depth).Thomas (2003) gives 22.8 million t with no reported grades. Smaller figure with grades: 5.4 million t @ 0.5% Cu, 1.5% Zn, 0.5% Pb, 1.4 g/t Au, 51 g/t Ag.",Ordovician,445,,1.2,0.21,,,,,,,,,,20,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,yes,stratigraphic
658,Captain,,,CNNB,Canada,"New Brunswick",47,17,0,47.2833333333333,-65,-52,-38,-65.8772222222222,Felsic,1956,,0.73,1.15,0,0,0.58,1.09,yes,"Massive, dissemination, 0.02 km thickness. 7.6 m glacial till covers deposit.",Ordovician,445,,0.24,0.15,,,,"Enrichment of Fe, Cu, Zn, Pb, Co, S, minor enrichment of Ag, Au, Bi, Ni, Sb, Te, Sn",,,,,,7.6,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,no,yes,"replacement along contact"
659,"Captains Flat","Lake George",,AUNS,Australia,"New South Wales",-35,-35,-23,-35.5897222222222,149,26,35,149.443055555556,Felsic,1874,1882,4.5,0.67,10,6,1.6,54,yes,"Massive lenticular, 0.11 km thickness, dissemination. 3 orebodies: Elliots, Central, and Keatings. Continental margin rift.",Silurian,430,,1.3,1,,3,1.1,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,yes,contact
660,Carawison,,,PLPN,Philippines,Antique,10,51,34,10.8594444444444,122,2,49,122.046944444444,Mafic,1842,1935,0.17,2.8,0,0,0,0,no,"Massive. 35.98% S. Limonitic gossan at surface. Accreted ocean crust in forearc or backarc setting.",Eocene,50,0.000697,0.07,0.04,,,,,,,,,,0,"Mafic in primitive oceanic backarc",yes,"greenschist, amphibolite",no,yes,stratigraphic
661,Caribou,Restigouche,,CNNB,Canada,"New Brunswick",47,33,41,47.5613888888889,-66,-17,-50,-66.2972222222222,Felsic,1955,1970,45.1,0.47,4.48,1.7,1.37,58.6,no,"Six massive en echelon tabular bodies, 0.04 km thickness. dissemination in footwall. Gossan contains Au and Ag. Ore Zone Unit. Ensialic island arc rift basin. In 1997, NW extension of orebody was found 400 m from main underground deposit. Mine closed in 1998 and placed on care and maintenance.",Ordovician,445,,1.16,0.37,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,yes,stratigraphic
662,Carmel,,,PLPN,Philippines,Antique,10,53,32,10.8922222222222,122,5,23,122.089722222222,Mafic,1936,,0.11,1.48,0,0,0,0,no,"Massive. Limonitic gossan at surface. Accreted ocean crust in forearc or backarc setting.",Eocene,50,,,,,,,,,,,,,0,"Mafic in primitive oceanic backarc",yes,"greenschist, amphibolite",no,yes,stratigraphic
663,Carpio,,,SPAN,Spain,Huelva,37,46,20,37.7722222222222,-7,-1,-43,-7.02861111111111,Felsic,<1933,,3.35,0.5,2.77,0.12,0,0,no,"Massive. Epicontinental extensional rift basins.","Upper-Devonian-Lower Carboniferous",340,,0.243,0.076,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,yes,contact
664,"Castillo Buitron",,"Oriente, Poniente",SPAN,Spain,Huelva,37,38,12,37.6366666666667,-6,-45,-45,-6.7625,Felsic,<1933,,3.8,0.62,4.3,2.1,0,20,yes,"Massive, stockwork.","Upper Devonian-Lower Carboniferous",340,0.008,,,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,no,contact
665,Neves-Corvo,"Castro Verde","Neves, Corvo, Graca, Zambujal, Lombador",PORT,Portugal,Beja,37,34,26,37.5738888888889,-7,-58,-20,-7.97222222222222,Felsic,1977,1988,219,1.47,1.66,0.27,0,14,yes,"Massive, stockwork. Massive sulfides in two horizons SM1 and SM2. Stockwork underlie four of the deposits. Five lenticular deposits: Neves, Corvo, Graca, Zambujal, Lombador. Graca 700 m along strike, 500 m along dip, 80 m thick at depth 230 m to 450 m; Corvo 1100 m along dip, 600 m along strike, 92 m thick at depths 230 m to 800 m; Neves 1200 m along strike, 700 m along dip, 55 m thick; Lombador 600 m along strike, 1350 m along dip, 100 m thick at 1400.7 m to 1556.6 m depth; Zambujal 550 m along strike, 600 m along dip, 53 m thick.  Sn 0.08% in 219.0 million t.","Upper Devonian",370,,3.0,1.8,,,,,,,,,,230,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist to sub-greenschist (prehnite-pumpellyite)",yes,no,stratigraphic
666,"Chu Chua",CC,,CNBC,Canada,"British Columbia",51,22,51,51.3808333333333,-120,-3,-42,-120.061666666667,Mafic,1978,,7,2,0.4,0,0.44,8.66,yes,"Massive, dissemination, stringer, two lenses. Gossan at surface.  0.1% Co. Alkalic oceanic island (seamount).",Devonian-Permian,320,0.008,0.3,0.05,,,,,,,,,,0,"Mafic in primitive oceanic backarc",yes,"lower greenschist",no,yes,"stratigraphic contact"
667,Centennial,,,CNMN,Canada,Manitoba,54,42,3,54.7008333333333,-101,-39,-59,-101.666388888889,Bimodal-Mafic,1969,1976,1.7,1.63,2.57,0,1.39,21.2,no,"Massive. Deposit beneath lake. Island arc tholeiite.",Proterozoic,1800,,0.488,0.015,,,,,,,,,,1,"Bimodal-mafic in oceanic arc",yes,"middle greenschist",yes,yes,stratigraphic
668,Chestatee,,,USGA,"United States",Georgia,34,33,1,34.5502777777778,-83,-52,-40,-83.8777777777778,Felsic,1892,1892,1.1,1,0.7,0,0.03,0,no,"Massive, dissemination, 1.5-12 m thick. Age 800-850. Back-arc rift or ensialic intraplate incipient rift (midocean ridge tholeiitic affinity).",Proterozoic,850,,,,,,,,,,,,,0,"Bimodal-felsic in epicontinental arc",yes,"amphibolite (garnet isograd)",,,contact
669,Chester,"Clearwater Stream",,CNNB,Canada,"New Brunswick",47,5,55,47.0986111111111,-66,-13,-38,-66.2272222222222,Felsic,1956,,16.24,0.77,0.19,0.07,0,0.11,yes,"Massive, dissemination, stringer, 0.00899 km thickness. Reported 0.004 g/t Au.",Ordovician,445,,0.2,0.2,,,,,,,,,,1,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,no,yes,stratigraphic
670,"Chisel Lake",,"North Chisel",CNMN,Canada,Manitoba,54,49,56,54.8322222222222,-100,-7,-25,-100.123611111111,Felsic,1956,1960,9.75,0.31,9.8,0.27,1.22,33.2,yes,"Massive in complex series of anastomosing lenses. Ore body beneath Chisel Lake, not exposed. North Chisel Lake is 300 m down plunge from Chisel Lake deposit. Island arc tholeiite.",Proterozoic,1800,0.003,2.0,0.15,,,,,,,,,,30,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower amphibolite",yes,yes,"stratigraphic contact"
671,Colchester,,,CNNF,Canada,Newfoundland,49,38,21,49.6391666666667,-56,-4,-55,-56.0819444444444,Mafic,1878,1878,0.91,1.3,0,0,0,0,yes,"Massive, stockwork.",Ordovician,500,0.02,0.427,0.076,,,,,,,,,,,"Mafic in primitive oceanic backarc",,,no,yes,stratigraphic
672,Concepción,,,SPAN,Spain,Huelva,37,46,42,37.7783333333333,-6,-40,-42,-6.67833333333333,Felsic,1575,1853,55.85,0.57,0.48,0.19,0.21,6.68,yes,"Massive, 0.04 km thickness.","Upper Devonian-Lower Carboniferous",340,,0.4,0.2,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"sub-greenschist (prehnite-pumpyellite)",yes,yes,stratigraphic
673,Conigo,"Manitou Barvue, Amos, Jay Copper",,CNQU,Canada,Quebec,48,35,48,48.5966666666667,-78,-3,-30,-78.0583333333333,Felsic,1913,1952,8.7,1,2.9,0,0,30.9,yes,"Massive, 3 en echelon lenses, 0.076 m thick. Cylindrical stockwork zone. Pb grade 0.004%.",Archean,2700,,0.12,0.12,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,yes,stratigraphic
675,"Copper George",,,AUWA,Australia,"Western Australia",-21,-36,-29,-21.6080555555556,120,20,52,120.347777777778,Felsic,1964,1965,0.5,0.29,5.2,0,0,0,yes,"Dissemination, stockwork.",Archean,3200,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",,,no,no,stratigraphic
676,"Copper Hill",,"Cosumnes, Hobo",USCA,"United States",California,38,30,9,38.5025,-120,-58,-11,-120.969722222222,Felsic,1861,1861,0.27,0.43,0,0,0,0,no,"Massive tabular body, dissemination. 0.0012 km thickness.",Jurassic,170,,0.15,0.15,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"greenschist, amphibolite",,,stratigraphic
677,"Copper Man",,,CNMN,Canada,Manitoba,54,38,57,54.6491666666667,-99,-52,-24,-99.8733333333333,Bimodal-Mafic,1928,,0.22,2.63,3.87,0,0,0,no,"Massive. A and B zones, exposed at surface. Tholeiitic.",Proterozoic,1840,,1.37,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,,yes,yes,
678,Corbet,Dufault-Corbett,,CNQU,Canada,Quebec,48,18,0,48.3,-79,-4,-54,-79.0816666666667,Bimodal-Mafic,1974,1980,2.74,3.01,1.93,0,0.96,20.6,yes,"Massive, semi-massive, dissemination, stringer. 360 m long, 210 m wide, 70 m maximum thickness. Sn (100 ppm) is associated with pyrrhotite, but no tin minerals have been identified. Te minerals (tetradymite and krennerite) are present.",Archean,2700,,0.36,0.21,,,,,,,,,,701,"Bimodal-mafic in oceanic arc",yes,greenschist,no,yes,"stratigraphic, near the top contact with rhyolite"
679,Coronation,,,CNSK,Canada,Saskatchewan,54,35,5,54.5847222222222,-101,-59,-52,-101.997777777778,Bimodal-Mafic,1953,1960,1.28,4.24,0.22,0,1.89,6.2,no,"Massive, disseminations, 0.06 km thickness, 2 lens-shaped bodies in fault zone. 3 orebodies: Northeastern, Northwestern and Southern. Brecciated or stockwork ore in Southern orebody. Shear zone. Beneath 1.5-6 m glacial sediments. Gabbro and granodiorite dikes intrudes into orebody.",Proterozoic,1800,,0.31,0.2,,0.31,0.27,,,,,,,4,"Bimodal-mafic in oceanic arc",yes,"staurolite-almandine facies of almandine amphibolite",yes,yes,"contact shear zone between andesite flow and tuff"
680,Crandon,,,USWI,"United States",Wisconsin,45,28,50,45.4805555555556,-88,-55,-23,-88.9230555555555,Felsic,1974,,68,1,5,0,0,0,yes,"Zinc-rich massive tabular body, copper-rich stringer, elliptical lens. Ore body beneath 30-60 m glacial drift.",Proterozoic,1830,0.07,1.524,0.5,,,,,,,,,,30,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,yes,stratigraphic
682,Croydon,,,USNH,"United States","New Hampshire",43,25,52,43.4311111111111,-72,-15,-5,-72.2513888888889,Bimodal-Mafic,1878,,0.05,3.2,16.6,0,0,0,yes,"Massive, dissemination, tabular lens up to 4 m thick.",Ordovician,470,,,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",,amphibolite,,,
683,"Cueva de la Mora",,,SPAN,Spain,Huelva,37,46,58,37.7827777777778,-6,-49,-16,-6.82111111111111,Felsic,<1933,1968,4.2,1.45,0.73,0.26,0,0,no,Massive.,"Upper Devonian-Lower Carboniferous",340,,0.254,0.076,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"sub-greenschist (prehnite-pumpyellite)",yes,yes,"contact between shale and rhyolite tuff."
684,"Cupra D'Estrie",,,CNQU,Canada,Quebec,45,46,24,45.7733333333333,-71,-18,-48,-71.3133333333333,Felsic,1959,1965,2.97,2.65,2.63,0.43,0.48,36.2,no,"Massive, lenticular, 0.015 km thickness. Equal proportions of mafic and felsic volcanic rocks. Ensimatic island arc.",Ordovician,567,,1.83,0.3,,,,,,,,,,10,"Bimodal-felsic in oceanic arc",yes,greenschist,yes,yes,stratigraphic
685,Cuprus,,,CNMN,Canada,Manitoba,54,43,14,54.7205555555556,-101,-42,-39,-101.710833333333,Bimodal-Mafic,"1914 or 1919",1948,0.46,3.25,6.4,0,1.3,28.8,yes,"Massive. Island arc tholeiite.",Proterozoic,1800,,0.094,0.005,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,"middle greenschist",yes,yes,stratigraphic
686,Davis,,,USMS,"United States",Massachusetts,42,41,51,42.6975,-72,-52,-17,-72.8713888888889,Felsic,1878,1882,,,,,,,no,"Massive lens, 2-18 m thick, mined 400 m down-dip. Ensimatic island arc. Total size is unknown but estimated by Slack and others (1983) at 0.9 million t of unknown grades. Unpublished grades: 0.7% Cu, 5.6% Zn, 0.015% Pb, 27.8 g/t Ag.",Ordovician,470,,0.275,0.006,,,,,,,,,,0,"Bimodal-felsic in epicontinental arc",yes,amphibolite,no,no,stratigraphic
687,"Deer Isle",,,USME,"United States",Maine,44,12,56,44.2155555555556,-68,-43,-39,-68.7275,Mafic,>1870,1870s,0.05,4.22,1.4,0,10.6,68.6,yes,"Dissemination, massive thin lenses, up to 2.4 m thick, 61 m along strike, 79 m depth. In part contains contact-metamorphic deposits of sulfides and garnet formed by regional metamorphism.","Precambrian Z (570-800 Ma)",600,,0.061,0.002,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,yes,stratigraphic
688,Delbridge,"Deldona, DEldona","Delbridge No. 1, Delbridge No. 2",CNQU,Canada,Quebec,48,15,54,48.265,-78,-57,-54,-78.965,Bimodal-Mafic,1947,1950,0.45,0.98,7.3,0,1.92,54.8,yes,"Massive, dissemination, stringer, 0.00759 km thickness, 2 lenses split by fault, 320 m apart, No. 1 and No. 2. Chlorite alteration pipe below orebody. Stratigraphy given for Delbridge No. 2.",Archean,2700,,0.45,0.015,,0.35,0.15,,,,,,,91,"Bimodal-mafic in oceanic arc",yes,greenschist,no,yes,"stratigraphic contact, south flank of rhyolite breccia pile."
689,Despina,"Beauchastel Copper",,CNQU,Canada,Quebec,48,17,12,48.2866666666667,-79,-6,0,-79.1,Bimodal-Mafic,1926,n.d,1.22,1.78,0,0,0,0,yes,Vein.,Archean,2700,,,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",,,,,stratigraphic
690,"Detour A-1","Les Mines Selbaie","A-1, A-2",CNQU,Canada,Quebec,49,48,32,49.8088888888889,-78,-56,-42,-78.945,Felsic,1974,1986,25,1.08,1.9,0,0.64,30.8,yes,"Vein, 2 separate zones. Disseminations, veins, vein breccia, stratiform siliceous, pyritic sinter. Epigenetic quartz-carbonate veins, in part epithermal.",Archean,2710,,1.4,0.65,,,,,,,,,,20,"Bimodal-felsic in epicontinental arc",yes,sub-greenschist,no,yes,"stratigraphic, faults"
691,"Devils Elbow",,,CNNB,Canada,"New Brunswick",47,25,51,47.4308333333333,-66,-23,-57,-66.3991666666667,Felsic,1956,,0.52,1.05,0,0,0,0,yes,"Massive, dissemination, exposed. Overturned beds.",Ordovician,445,0.01,0.6,0.046,,,,,,,"residual total magnetic field (minimum -50 nT)",1.2,0.6,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,yes,stratigraphic
692,Dickstone,,,CNMN,Canada,Manitoba,54,51,13,54.8536111111111,-100,-29,-24,-100.49,Bimodal-Mafic,1935,1970,1.08,2.47,3.13,0,0.55,12.3,no,"Massive, 2 elongated lenses in sheared zone. Extends down to 350 m depth. Island arc tholeiite.",Proterozoic,1800,,0.234,0.003,,,,,,,,,,,"Bimodal-mafic in oceanic arc",yes,,,,stratigraphic
